"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1644755,0.074,0.94,0.74256,0.077
1644756,0.097,1.16,0.74256,0.077
1644757,0.118,1.29,0.74256,0.077
1644758,0.118,1.27,0.74256,0.077
1644759,0.11,1.21,0.66142,0.099
1644760,0.1,1.01,0.66142,0.099
1644761,0.098,1.04,0.66142,0.099
1644762,0.1,1.14,0.58407,0.121
1644763,0.08,0.88,0.66142,0.099
1644764,0.07,0.74,0.66142,0.099
1644765,0.066,0.68,0.74256,0.077
1644766,0.068,0.73,0.66142,0.099
1644767,0.072,0.76,0.74256,0.077
1644768,0.073,0.75,0.66142,0.099
1644769,0.076,0.78,0.66142,0.099
1644770,0.08,0.82,0.51122,0.143
1644771,0.084,0.87,0.44342,0.165
1644772,0.092,1.01,0.38107,0.187
1644773,0.094,1.04,0.38107,0.187
1644774,0.096,1.04,0.38107,0.187
1644775,0.104,1.04,0.35131,0.198
1644776,0.105,1.02,0.32442,0.209
1644779,0.114,1.09,0.32442,0.209
1644782,0.112,1.08,0.32442,0.209
1644783,0.111,1.12,0.32442,0.209
1644784,0.111,1.21,0.32442,0.209
1644785,0.109,1.18,0.32442,0.209
1644786,0.108,1.11,0.32442,0.209
1644787,0.106,1.05,0.32442,0.209
1644789,0.11,1.1,0.41085,0.176
1644790,0.101,1.17,0.44342,0.165
1644791,0.113,1.25,0.51122,0.143
1644792,0.113,1.2,0.51122,0.143
1644793,0.123,1.23,0.54644,0.132
1644794,0.134,1.48,0.58407,0.121
1644795,0.134,1.54,0.58407,0.121
1644796,0.129,1.45,0.58407,0.121
1644797,0.125,1.35,0.51122,0.143
1644798,0.122,1.36,0.51122,0.143
1644803,0.106,1.06,0.51122,0.143
1644809,0.086,0.86,0.44342,0.165
1644810,0.075,0.72,0.44342,0.165
1644811,0.075,0.71,0.44342,0.165
1644812,0.076,0.69,0.44342,0.165
1644813,0.075,0.65,0.44342,0.165
1644814,0.076,0.69,0.51122,0.143
1644815,0.075,0.68,0.51122,0.143
1644816,0.073,0.69,0.51122,0.143
1644817,0.07,0.64,0.51122,0.143
1644818,0.066,0.59,0.51122,0.143
1644819,0.061,0.53,0.51122,0.143
1644820,0.057,0.51,0.51122,0.143
1644821,0.054,0.48,0.51122,0.143
1644822,0.063,0.53,0.51122,0.143
1644823,0.073,0.6,0.51122,0.143
1644824,0.08,0.63,0.44342,0.165
1644825,0.08,0.63,0.44342,0.165
1644826,0.079,0.61,0.44342,0.165
1644827,0.07,0.53,0.476,0.154
1644828,0.073,0.54,0.51122,0.143
1644829,0.069,0.5,0.51122,0.143
1644830,0.07,0.5,0.51122,0.143
1644831,0.071,0.5,0.51122,0.143
1644832,0.071,0.5,0.51122,0.143
1647136,0.084,1.42,0.82667,0.055
1647137,0.085,1.58,0.82667,0.055
1647138,0.083,1.4,0.82667,0.055
1647139,0.083,1.36,0.82667,0.055
1647140,0.083,1.46,0.82667,0.055
1647141,0.079,1.49,0.74256,0.077
1647142,0.08,1.58,0.74256,0.077
1647143,0.076,1.49,0.74256,0.077
1647144,0.075,1.32,0.74256,0.077
1647145,0.076,1.68,0.74256,0.077
1647146,0.078,1.95,0.74256,0.077
1647147,0.078,2.19,0.74256,0.077
1647148,0.077,2.24,0.74256,0.077
1647149,0.077,2.27,0.74256,0.077
1647150,0.076,2.61,0.74256,0.077
1647151,0.077,1.95,0.74256,0.077
1647152,0.078,1.64,0.74256,0.077
1647153,0.077,1.36,0.74256,0.077
1647154,0.079,1.24,0.74256,0.077
1647155,0.075,1.04,0.74256,0.077
1647156,0.075,0.98,0.74256,0.077
1647157,0.08,0.92,0.74256,0.077
1647158,0.107,1.18,0.74256,0.077
1647159,0.11,1.24,0.74256,0.077
1647160,0.118,1.37,0.74256,0.077
1647161,0.11,1.16,0.66142,0.099
1647162,0.112,1.21,0.66142,0.099
1647163,0.11,1.24,0.66142,0.099
1647164,0.09,1.13,0.58407,0.121
1647165,0.078,0.9,0.6217,0.11
1647166,0.068,0.72,0.70113,0.088
1647167,0.069,0.72,0.66142,0.099
1647168,0.072,0.79,0.58407,0.121
1647169,0.075,0.84,0.51122,0.143
1647170,0.075,0.8,0.58407,0.121
1647171,0.078,0.79,0.54644,0.132
1647172,0.083,0.92,0.41085,0.176
1647173,0.085,0.91,0.38107,0.187
1647174,0.092,0.98,0.38107,0.187
1647175,0.096,1.13,0.38107,0.187
1647176,0.101,1.1,0.38107,0.187
1647177,0.104,1.06,0.38107,0.187
1647178,0.106,1.01,0.32442,0.209
1647180,0.113,1.08,0.32442,0.209
1647186,0.11,1.15,0.32442,0.209
1647187,0.109,1.23,0.32442,0.209
1647188,0.109,1.23,0.32442,0.209
1647189,0.106,1.09,0.38107,0.187
1647190,0.105,1.03,0.38107,0.187
1647191,0.11,1.22,0.44342,0.165
1647192,0.103,1.2,0.44342,0.165
1647193,0.107,1.31,0.44342,0.165
1647194,0.116,1.27,0.51122,0.143
1647195,0.126,1.34,0.58407,0.121
1647196,0.144,1.69,0.58407,0.121
1647197,0.143,1.69,0.58407,0.121
1647198,0.143,1.74,0.58407,0.121
1647199,0.129,1.55,0.51122,0.143
1647200,0.129,1.6,0.51122,0.143
1647204,0.113,1.18,0.51122,0.143
1647205,0.112,1.15,0.51122,0.143
1647206,0.114,1.19,0.51122,0.143
1647207,0.107,1.15,0.38107,0.187
1647208,0.11,1.2,0.38107,0.187
1647210,0.099,1.08,0.38107,0.187
1647211,0.094,0.98,0.41085,0.176
1647212,0.08,0.77,0.44342,0.165
1647213,0.075,0.71,0.44342,0.165
1647214,0.076,0.67,0.44342,0.165
1647215,0.083,0.78,0.44342,0.165
1647216,0.079,0.75,0.476,0.154
1647217,0.077,0.72,0.51122,0.143
1647218,0.076,0.73,0.51122,0.143
1647219,0.076,0.74,0.51122,0.143
1647220,0.073,0.69,0.51122,0.143
1647221,0.067,0.61,0.51122,0.143
1647222,0.07,0.65,0.51122,0.143
1647223,0.064,0.6,0.51122,0.143
1647224,0.054,0.48,0.51122,0.143
1647225,0.063,0.53,0.51122,0.143
1647226,0.073,0.59,0.51122,0.143
1647227,0.08,0.63,0.44342,0.165
1647228,0.07,0.55,0.476,0.154
1647229,0.076,0.58,0.51122,0.143
1647230,0.072,0.54,0.51122,0.143
1647231,0.067,0.49,0.51122,0.143
1647232,0.071,0.51,0.51122,0.143
1647233,0.071,0.5,0.51122,0.143
1647234,0.073,0.51,0.51122,0.143
1647235,0.073,0.51,0.51122,0.143
1647242,0.092,0.64,0.32442,0.209
1647243,0.088,0.62,0.32442,0.209
1649539,0.079,1.66,0.74256,0.077
1649540,0.084,1.7,0.74256,0.077
1649541,0.084,1.5,0.82667,0.055
1649542,0.082,1.62,0.74256,0.077
1649543,0.08,1.72,0.74256,0.077
1649544,0.08,1.8,0.74256,0.077
1649545,0.077,1.6,0.74256,0.077
1649546,0.075,1.49,0.74256,0.077
1649547,0.077,1.56,0.74256,0.077
1649548,0.077,2.02,0.74256,0.077
1649549,0.077,2.44,0.74256,0.077
1649550,0.076,2.91,0.74256,0.077
1649551,0.079,3.07,0.74256,0.077
1649552,0.077,2.36,0.74256,0.077
1649553,0.08,2.08,0.74256,0.077
1649554,0.077,1.74,0.74256,0.077
1649555,0.076,1.46,0.74256,0.077
1649556,0.077,1.25,0.74256,0.077
1649557,0.076,1.16,0.74256,0.077
1649558,0.075,0.99,0.74256,0.077
1649559,0.072,0.87,0.74256,0.077
1649560,0.08,0.99,0.74256,0.077
1649561,0.093,1.14,0.74256,0.077
1649562,0.118,1.36,0.74256,0.077
1649563,0.115,1.21,0.66142,0.099
1649564,0.112,1.31,0.70113,0.088
1649565,0.116,1.46,0.66142,0.099
1649566,0.09,1.11,0.58407,0.121
1649567,0.08,0.92,0.6217,0.11
1649568,0.076,0.83,0.66142,0.099
1649569,0.073,0.81,0.58407,0.121
1649570,0.072,0.84,0.58407,0.121
1649571,0.075,0.89,0.44342,0.165
1649572,0.079,0.88,0.476,0.154
1649573,0.082,0.86,0.51122,0.143
1649574,0.083,0.96,0.38107,0.187
1649575,0.088,1.01,0.35131,0.198
1649576,0.092,1.08,0.32442,0.209
1649577,0.098,1.15,0.35131,0.198
1649578,0.1,1.07,0.38107,0.187
1649579,0.103,1.02,0.35131,0.198
1649581,0.108,1.08,0.32442,0.209
1649582,0.112,1.12,0.32442,0.209
1649583,0.114,1.1,0.32442,0.209
1649585,0.111,1.1,0.32442,0.209
1649586,0.112,1.15,0.32442,0.209
1649587,0.112,1.15,0.32442,0.209
1649588,0.111,1.21,0.32442,0.209
1649589,0.111,1.28,0.32442,0.209
1649590,0.108,1.21,0.35131,0.198
1649591,0.105,1.06,0.38107,0.187
1649592,0.11,1.09,0.38107,0.187
1649593,0.11,1.15,0.44342,0.165
1649594,0.107,1.31,0.44342,0.165
1649595,0.114,1.39,0.44342,0.165
1649596,0.122,1.36,0.58407,0.121
1649597,0.134,1.41,0.58407,0.121
1649598,0.137,1.68,0.54644,0.132
1649599,0.14,1.77,0.54644,0.132
1649600,0.143,1.92,0.51122,0.143
1649601,0.14,1.85,0.44342,0.165
1649602,0.143,1.91,0.44342,0.165
1649603,0.126,1.57,0.51122,0.143
1649606,0.118,1.27,0.51122,0.143
1649607,0.114,1.2,0.51122,0.143
1649608,0.12,1.29,0.51122,0.143
1649609,0.113,1.3,0.44342,0.165
1649610,0.12,1.5,0.476,0.154
1649611,0.121,1.5,0.476,0.154
1649612,0.117,1.42,0.44342,0.165
1649613,0.109,1.21,0.44342,0.165
1649614,0.094,0.97,0.44342,0.165
1649615,0.078,0.74,0.44342,0.165
1649616,0.076,0.72,0.44342,0.165
1649617,0.081,0.78,0.44342,0.165
1649618,0.086,0.87,0.44342,0.165
1649619,0.08,0.81,0.51122,0.143
1649620,0.078,0.81,0.51122,0.143
1649621,0.079,0.82,0.51122,0.143
1649622,0.08,0.81,0.51122,0.143
1649623,0.077,0.75,0.51122,0.143
1649624,0.074,0.72,0.51122,0.143
1649625,0.074,0.73,0.51122,0.143
1649626,0.066,0.61,0.51122,0.143
1649627,0.052,0.45,0.51122,0.143
1649628,0.053,0.44,0.51122,0.143
1649629,0.063,0.51,0.51122,0.143
1649630,0.07,0.56,0.51122,0.143
1649631,0.075,0.58,0.51122,0.143
1649632,0.071,0.54,0.58407,0.121
1649633,0.067,0.5,0.51122,0.143
1649634,0.069,0.5,0.51122,0.143
1649635,0.07,0.5,0.51122,0.143
1649636,0.071,0.5,0.51122,0.143
1649637,0.074,0.52,0.51122,0.143
1649638,0.071,0.51,0.51122,0.143
1649639,0.075,0.53,0.51122,0.143
1649640,0.081,0.57,0.44342,0.165
1649641,0.084,0.59,0.44342,0.165
1649642,0.086,0.6,0.44342,0.165
1649643,0.092,0.64,0.41085,0.176
1649644,0.094,0.67,0.38107,0.187
1649645,0.096,0.69,0.32442,0.209
1651907,0.072,1.43,0.70113,0.088
1651908,0.071,1.32,0.66142,0.099
1651909,0.07,1.42,0.66142,0.099
1651910,0.072,1.43,0.66142,0.099
1651912,0.07,1.47,0.70113,0.088
1651941,0.076,1.84,0.74256,0.077
1651942,0.078,1.65,0.74256,0.077
1651943,0.083,1.63,0.74256,0.077
1651944,0.08,1.78,0.74256,0.077
1651945,0.077,1.91,0.74256,0.077
1651946,0.078,1.92,0.74256,0.077
1651947,0.074,1.81,0.74256,0.077
1651948,0.076,1.66,0.74256,0.077
1651949,0.076,1.8,0.74256,0.077
1651950,0.074,1.96,0.74256,0.077
1651951,0.078,2.67,0.74256,0.077
1651952,0.078,3.36,0.74256,0.077
1651953,0.078,3.04,0.74256,0.077
1651954,0.079,2.36,0.74256,0.077
1651955,0.078,1.87,0.74256,0.077
1651956,0.077,1.61,0.74256,0.077
1651957,0.076,1.46,0.74256,0.077
1651958,0.076,1.28,0.74256,0.077
1651959,0.076,1.12,0.78398,0.066
1651960,0.074,0.96,0.74256,0.077
1651961,0.072,0.94,0.74256,0.077
1651962,0.074,0.99,0.66142,0.099
1651963,0.083,1.06,0.74256,0.077
1651964,0.113,1.32,0.74256,0.077
1651965,0.116,1.25,0.70113,0.088
1651966,0.122,1.5,0.74256,0.077
1651967,0.116,1.51,0.70113,0.088
1651968,0.11,1.46,0.51122,0.143
1651969,0.085,1.05,0.51122,0.143
1651970,0.074,0.82,0.58407,0.121
1651971,0.078,0.89,0.58407,0.121
1651972,0.076,0.92,0.54644,0.132
1651973,0.079,0.99,0.44342,0.165
1651974,0.08,0.89,0.476,0.154
1651975,0.082,0.9,0.38107,0.187
1651976,0.087,1.03,0.35131,0.198
1651977,0.092,1.17,0.32442,0.209
1651978,0.095,1.21,0.32442,0.209
1651979,0.098,1.2,0.32442,0.209
1651980,0.099,1.1,0.38107,0.187
1651981,0.101,1.01,0.35131,0.198
1651982,0.105,1.08,0.32442,0.209
1651983,0.107,1.13,0.32442,0.209
1651984,0.107,1.11,0.32442,0.209
1651985,0.11,1.13,0.32442,0.209
1651986,0.119,1.12,0.32442,0.209
1651987,0.114,1.15,0.32442,0.209
1651988,0.11,1.21,0.32442,0.209
1651989,0.109,1.17,0.32442,0.209
1651990,0.111,1.28,0.32442,0.209
1651991,0.108,1.33,0.38107,0.187
1651992,0.108,1.23,0.38107,0.187
1651993,0.104,1.18,0.44342,0.165
1651994,0.11,1.16,0.44342,0.165
1651995,0.113,1.18,0.476,0.154
1651996,0.104,1.26,0.44342,0.165
1651997,0.124,1.68,0.38107,0.187
1651998,0.134,1.63,0.58407,0.121
1651999,0.133,1.48,0.58407,0.121
1652000,0.143,1.72,0.58407,0.121
1652001,0.137,1.91,0.51122,0.143
1652002,0.133,1.94,0.44342,0.165
1652003,0.13,1.86,0.44342,0.165
1652004,0.14,1.84,0.44342,0.165
1652005,0.14,1.75,0.44205,0.165
1652006,0.136,1.61,0.44342,0.165
1652007,0.122,1.43,0.51122,0.143
1652008,0.115,1.23,0.51122,0.143
1652009,0.122,1.39,0.51122,0.143
1652010,0.116,1.37,0.44342,0.165
1652011,0.119,1.41,0.44342,0.165
1652012,0.127,1.63,0.51122,0.143
1652013,0.131,1.86,0.44342,0.165
1652014,0.129,1.69,0.476,0.154
1652015,0.111,1.27,0.44342,0.165
1652016,0.101,1.07,0.38107,0.187
1652017,0.08,0.75,0.44342,0.165
1652018,0.077,0.77,0.44342,0.165
1652019,0.082,0.81,0.44342,0.165
1652020,0.083,0.88,0.44342,0.165
1652021,0.078,0.87,0.51122,0.143
1652022,0.08,0.87,0.58407,0.121
1652023,0.078,0.81,0.51122,0.143
1652024,0.081,0.81,0.51122,0.143
1652025,0.08,0.81,0.51122,0.143
1652026,0.079,0.78,0.51122,0.143
1652027,0.076,0.74,0.51122,0.143
1652028,0.071,0.68,0.51122,0.143
1652029,0.064,0.6,0.51122,0.143
1652030,0.059,0.51,0.51122,0.143
1652031,0.058,0.49,0.51122,0.143
1652032,0.072,0.58,0.51122,0.143
1652033,0.074,0.58,0.51122,0.143
1652034,0.07,0.54,0.58407,0.121
1652035,0.069,0.51,0.51122,0.143
1652036,0.069,0.5,0.51122,0.143
1652037,0.071,0.51,0.51122,0.143
1652038,0.071,0.51,0.51122,0.143
1652039,0.071,0.51,0.51122,0.143
1652040,0.071,0.51,0.51122,0.143
1652041,0.07,0.51,0.51122,0.143
1652042,0.079,0.56,0.476,0.154
1652043,0.085,0.59,0.44342,0.165
1652044,0.086,0.61,0.44342,0.165
1652045,0.089,0.64,0.41085,0.176
1652046,0.095,0.68,0.35131,0.198
1652047,0.092,0.66,0.32442,0.209
1652048,0.091,0.65,0.32442,0.209
1654308,0.072,1.51,0.74256,0.077
1654309,0.071,1.44,0.74256,0.077
1654310,0.072,1.42,0.66142,0.099
1654311,0.072,1.49,0.70113,0.088
1654312,0.071,1.55,0.74256,0.077
1654313,0.071,1.49,0.70113,0.088
1654314,0.069,1.57,0.70113,0.088
1654315,0.068,1.45,0.74256,0.077
1654320,0.07,1.4,0.66142,0.099
1654321,0.072,1.39,0.66142,0.099
1654337,0.087,1.35,0.82667,0.055
1654338,0.075,1.41,0.82667,0.055
1654339,0.074,1.61,0.74256,0.077
1654340,0.073,1.67,0.74256,0.077
1654343,0.074,1.98,0.74256,0.077
1654344,0.073,1.83,0.74256,0.077
1654345,0.076,1.89,0.74256,0.077
1654346,0.078,2.03,0.74256,0.077
1654347,0.076,2.23,0.74256,0.077
1654348,0.078,2.17,0.74256,0.077
1654349,0.074,1.96,0.74256,0.077
1654350,0.071,1.75,0.74256,0.077
1654351,0.072,1.9,0.74256,0.077
1654352,0.078,2.55,0.74256,0.077
1654353,0.078,3.04,0.70113,0.088
1654354,0.079,3.92,0.66142,0.099
1654355,0.078,3.22,0.66142,0.099
1654356,0.078,2.31,0.66142,0.099
1654357,0.076,1.8,0.74256,0.077
1654358,0.076,1.5,0.74256,0.077
1654359,0.077,1.36,0.74256,0.077
1654360,0.076,1.23,0.74256,0.077
1654361,0.075,1.06,0.74256,0.077
1654362,0.075,1,0.74256,0.077
1654363,0.072,1.01,0.74256,0.077
1654364,0.074,0.99,0.66142,0.099
1654365,0.08,1.02,0.74256,0.077
1654366,0.117,1.33,0.74256,0.077
1654367,0.116,1.28,0.74256,0.077
1654368,0.12,1.47,0.74256,0.077
1654369,0.119,1.64,0.51122,0.143
1654370,0.117,1.67,0.51122,0.143
1654371,0.105,1.36,0.51122,0.143
1654372,0.08,0.92,0.58407,0.121
1654373,0.076,0.9,0.51122,0.143
1654374,0.078,0.97,0.44342,0.165
1654375,0.081,1.04,0.44342,0.165
1654376,0.082,0.94,0.44342,0.165
1654377,0.085,0.97,0.38107,0.187
1654378,0.089,1.13,0.38107,0.187
1654379,0.093,1.27,0.38107,0.187
1654380,0.095,1.27,0.32442,0.209
1654381,0.096,1.15,0.32442,0.209
1654382,0.099,1.06,0.38107,0.187
1654383,0.101,1.06,0.38107,0.187
1654384,0.105,1.16,0.38107,0.187
1654385,0.106,1.19,0.38107,0.187
1654386,0.105,1.13,0.32442,0.209
1654387,0.108,1.13,0.32442,0.209
1654388,0.108,1.06,0.32442,0.209
1654389,0.108,1.09,0.32442,0.209
1654390,0.11,1.2,0.32442,0.209
1654391,0.11,1.29,0.32442,0.209
1654392,0.108,1.29,0.38107,0.187
1654393,0.107,1.39,0.32442,0.209
1654394,0.105,1.33,0.38107,0.187
1654395,0.105,1.22,0.44342,0.165
1654396,0.102,1.18,0.44342,0.165
1654397,0.11,1.22,0.476,0.154
1654398,0.11,1.28,0.51122,0.143
1654399,0.136,1.84,0.38107,0.187
1654400,0.146,1.87,0.58407,0.121
1654401,0.14,1.64,0.58407,0.121
1654402,0.14,1.79,0.51122,0.143
1654403,0.137,1.98,0.44342,0.165
1654404,0.127,1.89,0.44342,0.165
1654405,0.13,1.84,0.44342,0.165
1654406,0.133,1.78,0.41085,0.176
1654407,0.137,1.71,0.44342,0.165
1654408,0.137,1.67,0.476,0.154
1654409,0.132,1.52,0.51122,0.143
1654410,0.136,1.53,0.51122,0.143
1654411,0.115,1.31,0.44342,0.165
1654412,0.12,1.48,0.44342,0.165
1654413,0.126,1.62,0.51122,0.143
1654414,0.131,1.84,0.476,0.154
1654415,0.132,1.98,0.476,0.154
1654416,0.127,1.7,0.51122,0.143
1654417,0.116,1.33,0.38107,0.187
1654418,0.1,1.03,0.38107,0.187
1654419,0.096,0.97,0.38107,0.187
1654420,0.086,0.91,0.44342,0.165
1654421,0.08,0.87,0.44342,0.165
1654422,0.083,0.91,0.476,0.154
1654423,0.08,0.91,0.51122,0.143
1654424,0.08,0.87,0.58407,0.121
1654425,0.078,0.84,0.54644,0.132
1654426,0.079,0.84,0.58407,0.121
1654427,0.082,0.87,0.51122,0.143
1654428,0.08,0.81,0.51122,0.143
1654429,0.08,0.78,0.51122,0.143
1654430,0.073,0.68,0.51122,0.143
1654431,0.074,0.69,0.51122,0.143
1654432,0.074,0.68,0.51122,0.143
1654433,0.064,0.57,0.51122,0.143
1654434,0.072,0.61,0.51122,0.143
1654435,0.074,0.6,0.58407,0.121
1654436,0.071,0.55,0.58407,0.121
1654437,0.07,0.54,0.58407,0.121
1654438,0.069,0.52,0.51122,0.143
1654439,0.071,0.53,0.51122,0.143
1654440,0.07,0.51,0.51122,0.143
1654441,0.07,0.51,0.51122,0.143
1654442,0.069,0.51,0.51122,0.143
1654443,0.08,0.56,0.44342,0.165
1654444,0.085,0.6,0.44342,0.165
1654445,0.08,0.58,0.44342,0.165
1654446,0.084,0.61,0.44342,0.165
1654447,0.087,0.64,0.38107,0.187
1654448,0.095,0.69,0.35131,0.198
1654449,0.09,0.65,0.32442,0.209
1654450,0.088,0.62,0.32442,0.209
1654451,0.086,0.59,0.32442,0.209
1656699,0.033,0.31,0.66142,0.099
1656710,0.072,1.42,0.74256,0.077
1656711,0.072,1.48,0.74256,0.077
1656712,0.072,1.46,0.74256,0.077
1656713,0.071,1.44,0.70113,0.088
1656714,0.07,1.37,0.70113,0.088
1656715,0.071,1.43,0.74256,0.077
1656716,0.069,1.65,0.74256,0.077
1656717,0.064,1.66,0.66142,0.099
1656718,0.063,1.38,0.66142,0.099
1656719,0.07,1.52,0.66142,0.099
1656720,0.068,1.5,0.74256,0.077
1656721,0.07,1.53,0.74256,0.077
1656722,0.071,1.62,0.66142,0.099
1656723,0.073,1.69,0.66142,0.099
1656724,0.076,1.53,0.66142,0.099
1656730,0.084,1.02,0.66142,0.099
1656731,0.086,1.11,0.66142,0.099
1656732,0.086,1.03,0.66142,0.099
1656738,0.085,1,0.74256,0.077
1656739,0.091,1.24,0.74256,0.077
1656740,0.092,1.46,0.82667,0.055
1656741,0.076,1.4,0.82667,0.055
1656742,0.075,1.54,0.82667,0.055
1656743,0.075,1.71,0.74256,0.077
1656744,0.076,1.77,0.74256,0.077
1656745,0.076,1.69,0.82667,0.055
1656746,0.073,1.96,0.74256,0.077
1656747,0.076,2.19,0.74256,0.077
1656748,0.074,2.23,0.74256,0.077
1656749,0.073,2.42,0.74256,0.077
1656750,0.075,2.59,0.74256,0.077
1656751,0.076,2.27,0.70113,0.088
1656752,0.076,2.03,0.74256,0.077
1656753,0.079,2.64,0.66142,0.099
1656754,0.079,3.59,0.66142,0.099
1656755,0.08,4.7,0.66142,0.099
1656756,0.078,5.39,0.66142,0.099
1656757,0.076,3.08,0.66142,0.099
1656758,0.078,2.15,0.66142,0.099
1656759,0.075,1.66,0.74256,0.077
1656760,0.073,1.36,0.74256,0.077
1656761,0.071,1.18,0.74256,0.077
1656762,0.075,1.13,0.74256,0.077
1656763,0.076,1.18,0.70113,0.088
1656764,0.075,1.15,0.66142,0.099
1656765,0.071,1.02,0.6217,0.11
1656766,0.073,0.96,0.74256,0.077
1656767,0.093,1.1,0.74256,0.077
1656768,0.09,1.12,0.74256,0.077
1656769,0.118,1.37,0.74256,0.077
1656770,0.113,1.41,0.74256,0.077
1656771,0.116,1.72,0.51122,0.143
1656772,0.119,1.78,0.51122,0.143
1656773,0.11,1.47,0.51122,0.143
1656774,0.078,0.88,0.54644,0.132
1656775,0.08,0.97,0.51122,0.143
1656776,0.09,1.17,0.44342,0.165
1656777,0.082,1.1,0.44342,0.165
1656778,0.084,0.98,0.44342,0.165
1656779,0.084,0.98,0.41085,0.176
1656780,0.09,1.18,0.38107,0.187
1656781,0.095,1.36,0.38107,0.187
1656782,0.101,1.35,0.32442,0.209
1656783,0.095,1.14,0.32442,0.209
1656784,0.099,1.1,0.32442,0.209
1656785,0.102,1.14,0.38107,0.187
1656786,0.103,1.16,0.38107,0.187
1656787,0.107,1.27,0.38107,0.187
1656788,0.107,1.25,0.38107,0.187
1656789,0.107,1.15,0.32442,0.209
1656790,0.105,1.05,0.32442,0.209
1656791,0.107,1.15,0.32442,0.209
1656792,0.109,1.16,0.32442,0.209
1656793,0.108,1.27,0.38107,0.187
1656794,0.108,1.43,0.32442,0.209
1656795,0.105,1.49,0.32442,0.209
1656796,0.105,1.4,0.38107,0.187
1656797,0.105,1.23,0.44342,0.165
1656798,0.107,1.31,0.44342,0.165
1656799,0.112,1.4,0.44342,0.165
1656800,0.126,1.68,0.41085,0.176
1656801,0.146,2.08,0.476,0.154
1656802,0.13,1.82,0.51122,0.143
1656803,0.143,1.85,0.51122,0.143
1656804,0.144,1.82,0.44342,0.165
1656805,0.127,1.94,0.44342,0.165
1656806,0.114,1.89,0.51122,0.143
1656807,0.114,1.75,0.51122,0.143
1656808,0.113,1.69,0.44342,0.165
1656809,0.127,1.66,0.38107,0.187
1656810,0.134,1.61,0.51122,0.143
1656811,0.136,1.58,0.51122,0.143
1656812,0.134,1.55,0.51122,0.143
1656813,0.123,1.56,0.44342,0.165
1656814,0.121,1.49,0.44342,0.165
1656815,0.129,1.71,0.51122,0.143
1656816,0.129,1.84,0.44342,0.165
1656817,0.131,1.85,0.44342,0.165
1656818,0.131,1.82,0.51122,0.143
1656819,0.121,1.5,0.44342,0.165
1656820,0.11,1.2,0.476,0.154
1656821,0.1,1.01,0.38107,0.187
1656822,0.11,1.23,0.44342,0.165
1656823,0.107,1.33,0.51122,0.143
1656824,0.083,1.01,0.51122,0.143
1656825,0.08,1.03,0.58407,0.121
1656826,0.078,0.87,0.51122,0.143
1656827,0.079,0.86,0.58407,0.121
1656828,0.078,0.86,0.58407,0.121
1656829,0.08,0.9,0.58407,0.121
1656830,0.08,0.86,0.54644,0.132
1656831,0.082,0.84,0.51122,0.143
1656832,0.074,0.69,0.51122,0.143
1656833,0.071,0.64,0.51122,0.143
1656834,0.076,0.69,0.51122,0.143
1656835,0.076,0.7,0.58407,0.121
1656836,0.075,0.67,0.58407,0.121
1656837,0.074,0.61,0.58407,0.121
1656838,0.071,0.56,0.58407,0.121
1656839,0.073,0.58,0.58407,0.121
1656840,0.073,0.57,0.58407,0.121
1656841,0.07,0.53,0.51122,0.143
1656842,0.073,0.55,0.51122,0.143
1656843,0.07,0.52,0.51122,0.143
1656844,0.078,0.56,0.476,0.154
1656845,0.074,0.54,0.51122,0.143
1656846,0.073,0.54,0.51122,0.143
1656847,0.078,0.58,0.51122,0.143
1656848,0.079,0.6,0.51122,0.143
1656849,0.085,0.64,0.38107,0.187
1656850,0.094,0.69,0.32442,0.209
1656851,0.092,0.68,0.32442,0.209
1656852,0.084,0.59,0.32442,0.209
1656853,0.092,0.67,0.32442,0.209
1656854,0.086,0.6,0.27356,0.231
1656857,0.125,0.85,0.27356,0.231
1656858,0.127,0.86,0.27356,0.231
1656859,0.15,1.01,0.27356,0.231
1656860,0.15,1.01,0.27356,0.231
1659099,0.032,0.28,0.58407,0.121
1659101,0.038,0.36,0.6217,0.11
1659107,0.054,0.62,0.74256,0.077
1659108,0.062,0.76,0.74256,0.077
1659109,0.07,0.97,0.74256,0.077
1659110,0.073,1.24,0.74256,0.077
1659111,0.072,1.42,0.74256,0.077
1659112,0.071,1.54,0.74256,0.077
1659113,0.072,1.72,0.74256,0.077
1659114,0.071,1.58,0.74256,0.077
1659115,0.072,1.4,0.74256,0.077
1659116,0.071,1.28,0.66142,0.099
1659117,0.071,1.38,0.74256,0.077
1659118,0.065,1.41,0.66142,0.099
1659119,0.063,1.6,0.66142,0.099
1659120,0.067,1.58,0.66142,0.099
1659121,0.068,1.49,0.70113,0.088
1659122,0.07,1.88,0.66142,0.099
1659123,0.073,2.04,0.74256,0.077
1659124,0.073,2.08,0.74256,0.077
1659125,0.075,1.95,0.66142,0.099
1659126,0.079,1.77,0.6217,0.11
1659133,0.088,1.27,0.66142,0.099
1659134,0.09,1.38,0.66142,0.099
1659135,0.09,1.23,0.66142,0.099
1659136,0.092,1.2,0.66142,0.099
1659137,0.089,0.94,0.58407,0.121
1659138,0.086,0.99,0.66142,0.099
1659139,0.088,0.91,0.58407,0.121
1659140,0.081,0.98,0.74256,0.077
