"nie_malla_modi_id","sen_slope_preau","sen_slope_per_preau","p_value_preau","tau_preau"
1719267,-2.906,-1.5,0.91281,-0.033
1719268,-2.857,-1.4,0.91281,-0.033
1719269,-2.917,-1.39,0.91281,-0.033
1719270,-3.013,-1.4,0.91281,-0.033
1719271,-2.866,-1.42,0.91281,-0.033
1719272,-3.098,-1.47,0.91281,-0.033
1719273,-2.918,-1.36,0.82667,-0.055
1719274,-2.945,-1.41,0.82667,-0.055
1719275,-3.085,-1.56,0.82667,-0.055
1719276,-3.158,-1.7,0.74256,-0.077
1719277,-2.908,-1.49,0.74256,-0.077
1719278,-2.667,-1.33,0.74256,-0.077
1719279,-3.773,-1.69,0.74256,-0.077
1719280,-4.376,-1.86,0.66142,-0.099
1719281,-4.83,-1.99,0.66142,-0.099
1719282,-4.506,-1.95,0.66142,-0.099
1719283,-4.011,-1.87,0.66142,-0.099
1719284,-4.1,-1.91,0.66142,-0.099
1719285,-4.618,-2.04,0.66142,-0.099
1719286,-4.426,-2.03,0.66142,-0.099
1719287,-4.815,-2.18,0.58407,-0.121
1719288,-4.385,-2.1,0.58407,-0.121
1719289,-4.292,-2.11,0.58407,-0.121
1719290,-4.847,-2.26,0.58407,-0.121
1719291,-4.496,-2.25,0.58407,-0.121
1719292,-5.11,-2.67,0.58407,-0.121
1719293,-5.473,-2.93,0.51122,-0.143
1719294,-5.232,-2.9,0.51122,-0.143
1719295,-6.97,-4.08,0.51122,-0.143
1719296,-7.148,-4.17,0.51122,-0.143
1719297,-6.6,-4.05,0.44342,-0.165
1719298,-6.44,-4.03,0.44342,-0.165
1719299,-5.973,-3.92,0.44342,-0.165
1719300,-5.539,-3.73,0.44342,-0.165
1719301,-5.768,-4.17,0.27356,-0.231
1719302,-5.535,-4.16,0.27356,-0.231
1719303,-4.92,-3.89,0.22844,-0.253
1719304,-4.992,-4.25,0.18889,-0.275
1719305,-4.824,-4.25,0.15463,-0.297
1719306,-4.697,-3.85,0.18889,-0.275
1719307,-4.82,-3.94,0.18889,-0.275
1719308,-4.522,-3.87,0.18889,-0.275
1719309,-4.809,-4.38,0.18889,-0.275
1719310,-4.493,-4.18,0.18889,-0.275
1719311,-4.324,-4.13,0.15463,-0.297
1719312,-3.914,-3.53,0.27356,-0.231
1719313,-4.028,-3.72,0.38107,-0.187
1719314,-4.013,-3.78,0.38107,-0.187
1719315,-3.72,-3.43,0.44342,-0.165
1719316,-3.401,-3.29,0.44342,-0.165
1719317,-3.142,-3.12,0.51122,-0.143
1719318,-2.526,-2.47,0.66142,-0.099
1719319,-2.381,-2.33,0.74256,-0.077
1719320,-2.223,-2.09,0.74256,-0.077
1719321,-2.297,-2.32,0.66142,-0.099
1719322,-2.122,-2.11,0.66142,-0.099
1719323,-2.003,-1.98,0.66142,-0.099
1719324,-1.95,-1.89,0.66142,-0.099
1719325,-1.964,-2.02,0.66142,-0.099
1719326,-2.077,-2.3,0.66142,-0.099
1719327,-2.02,-2.15,0.66142,-0.099
1719328,-2.11,-2.43,0.66142,-0.099
1719329,-2.497,-3.21,0.32442,-0.209
1721541,-0.3,-0.19,0.82667,-0.055
1721549,-1.217,-0.66,1,-0.011
1721550,-1.087,-0.55,1,-0.011
1721551,-0.743,-0.41,0.91281,-0.033
1721552,-0.992,-0.51,0.91281,-0.033
1721553,-1.937,-0.87,1,-0.011
1721554,-2.173,-0.96,1,-0.011
1721555,-1.077,-0.47,1,-0.011
1721556,-1.233,-0.51,1,-0.011
1721557,-0.656,-0.28,1,-0.011
1721558,0.395,0.16,1,0.011
1721559,1.505,0.59,1,0.011
1721560,1.819,0.66,1,0.011
1721561,1.21,0.45,1,0.011
1721562,0.653,0.24,1,0.011
1721563,0.41,0.14,1,0.011
1721564,0.276,0.09,1,0.011
1721565,0.147,0.05,1,0.011
1721566,0.183,0.05,1,0.011
1721567,0.273,0.08,1,0.011
1721568,0.32,0.09,1,0.011
1721569,0.32,0.09,1,0.011
1721570,0.053,0.01,1,0.011
1721571,-0.063,-0.02,1,-0.011
1721572,-0.167,-0.04,1,-0.011
1721573,0.547,0.14,1,0.011
1721574,0.407,0.1,1,0.011
1721575,0.08,0.02,1,0.011
1721576,-1.43,-0.37,0.91281,-0.033
1721577,-1.463,-0.37,0.91281,-0.033
1721578,-0.867,-0.21,0.91281,-0.033
1721579,-1.05,-0.25,0.91281,-0.033
1721580,-1.3,-0.3,1,-0.011
1721581,-1.687,-0.41,1,-0.011
1721582,-1.94,-0.48,1,-0.011
1721583,-2.19,-0.56,1,-0.011
1721584,-2.413,-0.64,1,-0.011
1721585,-2.603,-0.73,1,-0.011
1721586,-2.727,-0.76,1,-0.011
1721587,-2.757,-0.73,1,-0.011
1721588,-2.777,-0.72,1,-0.011
1721589,-2.75,-0.69,1,-0.011
1721590,-2.723,-0.7,1,-0.011
1721591,-2.693,-0.77,1,-0.011
1721592,-2.053,-0.63,1,-0.011
1721593,-1.617,-0.53,1,-0.011
1721594,-1.2,-0.42,0.91281,-0.033
1721595,-1.187,-0.4,0.91281,-0.033
1721596,-1.435,-0.46,0.91281,-0.033
1721597,-1.625,-0.5,0.91281,-0.033
1721598,-1.852,-0.55,0.91281,-0.033
1721599,-2.085,-0.59,0.91281,-0.033
1721600,-2.123,-0.6,1,-0.011
1721601,-1.947,-0.58,0.91281,-0.033
1721602,-1.82,-0.56,0.91281,-0.033
1721603,-1.725,-0.54,0.91281,-0.033
1721604,-1.542,-0.51,0.91281,-0.033
1721605,-1.382,-0.47,0.91281,-0.033
1721606,-1.133,-0.41,0.91281,-0.033
1721607,-1.923,-0.75,1,-0.011
1721608,-1.383,-0.57,1,-0.011
1721609,0.157,0.07,1,0.011
1721610,-0.71,-0.28,1,-0.011
1721611,-0.93,-0.35,1,-0.011
1721612,-1.533,-0.54,1,-0.011
1721613,-2.333,-0.75,1,-0.011
1721614,-2.334,-0.75,1,-0.011
1721615,-2.337,-0.76,1,-0.011
1721616,-1.57,-0.54,1,-0.011
1721617,-1.11,-0.4,1,-0.011
1721618,1.101,0.41,1,0.011
1721619,1.136,0.42,1,0.011
1721620,1.13,0.41,1,0.011
1721621,1.148,0.44,1,0.011
1721622,1.157,0.46,1,0.011
1721623,1.166,0.42,1,0.011
1721624,1.135,0.39,1,0.011
1721625,1.131,0.38,1,0.011
1721626,1.124,0.39,1,0.011
1721627,1.105,0.4,1,0.011
1721628,1.106,0.41,1,0.011
1721629,1.085,0.43,1,0.011
1721630,1.07,0.41,1,0.011
1721631,1.031,0.37,1,0.011
1721632,0.991,0.34,1,0.011
1721633,0.951,0.32,1,0.011
1721634,0.947,0.33,1,0.011
1721635,0.907,0.32,1,0.011
1721636,0.918,0.33,1,0.011
1721637,0.899,0.33,1,0.011
1721638,0.9,0.35,0.91281,0.033
1721639,0.889,0.37,0.91281,0.033
1721640,0.862,0.34,0.91281,0.033
1721641,0.847,0.33,0.91281,0.033
1721642,0.838,0.35,0.91281,0.033
1721643,0.847,0.37,0.91281,0.033
1721644,0.843,0.36,0.91281,0.033
1721645,-0.352,-0.14,1,-0.011
1721646,-0.449,-0.18,1,-0.011
1721647,-0.319,-0.13,1,-0.011
1721648,-2.028,-0.86,0.82667,-0.055
1721649,-2.09,-0.88,0.82667,-0.055
1721650,-2.123,-0.91,0.82667,-0.055
1721651,-3.45,-1.51,0.82667,-0.055
1721652,-2.77,-1.28,0.74256,-0.077
1721653,-3.18,-1.63,0.74256,-0.077
1721654,-1.848,-0.99,0.91281,-0.033
1721655,-1.898,-0.99,0.82667,-0.055
1721656,-1.998,-1.07,0.91281,-0.033
1721660,-2.211,-1.1,0.82667,-0.055
1721661,-2.27,-1.1,0.74256,-0.077
1721662,-2.314,-1.11,0.82667,-0.055
1721663,-2.364,-1.14,0.82667,-0.055
1721664,-2.428,-1.18,0.82667,-0.055
1721665,-2.512,-1.27,0.82667,-0.055
1721669,-2.867,-1.51,0.91281,-0.033
1721670,-3.03,-1.51,0.82667,-0.055
1721671,-3.02,-1.46,0.82667,-0.055
1721672,-2.872,-1.35,0.82667,-0.055
1721673,-2.953,-1.42,0.82667,-0.055
1721674,-2.847,-1.36,0.82667,-0.055
1721675,-2.773,-1.26,0.74256,-0.077
1721676,-2.719,-1.26,0.74256,-0.077
1721677,-2.628,-1.27,0.74256,-0.077
1721678,-2.987,-1.6,0.66142,-0.099
1721679,-2.848,-1.51,0.74256,-0.077
1721680,-4.169,-1.92,0.74256,-0.077
1721681,-5.051,-2.14,0.66142,-0.099
1721682,-5.447,-2.24,0.66142,-0.099
1721683,-5.069,-2.19,0.66142,-0.099
1721684,-4.684,-2.12,0.66142,-0.099
1721685,-4.451,-2.08,0.66142,-0.099
1721686,-4.277,-2.05,0.66142,-0.099
1721687,-4.441,-2.09,0.66142,-0.099
1721688,-4.409,-2.1,0.66142,-0.099
1721689,-4.667,-2.16,0.66142,-0.099
1721690,-4.502,-2.16,0.58407,-0.121
1721691,-3.888,-2.07,0.58407,-0.121
1721692,-4.318,-2.19,0.58407,-0.121
1721693,-4.2,-2.31,0.51122,-0.143
1721694,-5.047,-2.73,0.51122,-0.143
1721695,-5.505,-3.06,0.51122,-0.143
1721696,-6.308,-3.73,0.51122,-0.143
1721697,-5.72,-3.66,0.38107,-0.187
1721698,-5.962,-3.86,0.38107,-0.187
1721699,-6.2,-3.95,0.44342,-0.165
1721700,-6.008,-3.91,0.44342,-0.165
1721701,-5.545,-3.79,0.38107,-0.187
1721702,-5.486,-3.8,0.38107,-0.187
1721703,-5.68,-4.19,0.27356,-0.231
1721704,-5.354,-4.07,0.27356,-0.231
1721705,-5.021,-4.25,0.18889,-0.275
1721706,-4.76,-4.24,0.15463,-0.297
1721707,-4.919,-4.52,0.12531,-0.319
1721708,-4.603,-3.84,0.18889,-0.275
1721709,-4.696,-4.3,0.15463,-0.297
1721710,-4.742,-4.41,0.15463,-0.297
1721711,-4.626,-4.59,0.10052,-0.341
1721712,-4.678,-4.68,0.12531,-0.319
1721713,-4.652,-4.65,0.15463,-0.297
1721714,-3.798,-3.72,0.15463,-0.297
1721715,-3.904,-3.75,0.32442,-0.209
1721716,-4.02,-3.97,0.38107,-0.187
1721717,-3.793,-3.86,0.32442,-0.209
1721718,-3.418,-3.37,0.44342,-0.165
1721719,-3.258,-3.43,0.38107,-0.187
1721720,-2.59,-2.64,0.58407,-0.121
1721721,-2.409,-2.39,0.74256,-0.077
1721722,-2.303,-2.32,0.74256,-0.077
1721723,-2.35,-2.4,0.66142,-0.099
1721724,-2.234,-2.32,0.66142,-0.099
1721725,-2.198,-2.37,0.66142,-0.099
1721726,-2.093,-2.22,0.66142,-0.099
1721727,-2.08,-2.24,0.66142,-0.099
1721728,-2.088,-2.3,0.66142,-0.099
1721729,-2.14,-2.49,0.66142,-0.099
1721730,-2.2,-2.67,0.44342,-0.165
1721731,-2.257,-2.82,0.38107,-0.187
1721732,-2.426,-3.16,0.32442,-0.209
1723943,-0.377,-0.24,0.82667,-0.055
1723944,-0.393,-0.25,0.82667,-0.055
1723952,-0.907,-0.5,1,-0.011
1723953,-0.481,-0.28,1,-0.011
1723954,-0.099,-0.05,0.91281,-0.033
1723955,-0.975,-0.44,1,-0.011
1723956,-1.47,-0.69,1,-0.011
1723957,-0.762,-0.36,1,-0.011
1723958,-0.697,-0.31,1,-0.011
1723959,-0.653,-0.28,1,-0.011
1723960,-1.3,-0.51,1,-0.011
1723961,-0.06,-0.02,1,-0.011
1723962,1.135,0.41,1,0.011
1723963,1.629,0.58,1,0.011
1723964,1.147,0.4,1,0.011
1723965,0.807,0.28,1,0.011
1723966,0.677,0.22,1,0.011
1723967,0.02,0.01,1,0.011
1723968,-0.13,-0.04,1,-0.011
1723969,-0.073,-0.02,1,-0.011
1723970,0.033,0.01,1,0.011
1723971,-0.133,-0.04,0.95628,-0.022
1723972,-0.153,-0.04,1,-0.011
1723973,-0.203,-0.05,1,-0.011
1723974,-0.263,-0.07,1,-0.011
1723975,0.52,0.13,1,0.011
1723976,0.207,0.05,1,0.011
1723977,-0.04,-0.01,1,-0.011
1723978,-1.861,-0.49,0.91281,-0.033
1723979,-1.239,-0.31,0.91281,-0.033
1723980,-0.853,-0.2,0.91281,-0.033
1723981,-1.087,-0.25,0.91281,-0.033
1723982,-1.397,-0.32,1,-0.011
1723983,-1.73,-0.42,1,-0.011
1723984,-2.057,-0.51,1,-0.011
1723985,-2.277,-0.58,1,-0.011
1723986,-2.517,-0.67,1,-0.011
1723987,-2.683,-0.73,1,-0.011
1723988,-2.787,-0.8,1,-0.011
1723989,-2.903,-0.8,1,-0.011
1723990,-2.913,-0.75,1,-0.011
1723991,-2.887,-0.73,1,-0.011
1723992,-2.867,-0.73,1,-0.011
1723993,-2.817,-0.77,1,-0.011
1723994,-2.335,-0.7,1,-0.011
1723995,-1.725,-0.57,1,-0.011
1723996,-1.345,-0.47,0.91281,-0.033
1723997,-1.41,-0.47,0.91281,-0.033
1723998,-1.555,-0.49,0.91281,-0.033
1723999,-1.71,-0.53,0.91281,-0.033
1724000,-1.935,-0.57,0.91281,-0.033
1724001,-2.112,-0.6,1,-0.011
1724002,-2.11,-0.61,1,-0.011
1724003,-1.842,-0.56,0.91281,-0.033
1724004,-1.6,-0.51,0.91281,-0.033
1724005,-1.548,-0.51,0.91281,-0.033
1724006,-1.405,-0.48,0.91281,-0.033
1724007,-1.242,-0.44,0.91281,-0.033
1724008,-1.012,-0.38,0.91281,-0.033
1724009,-1.975,-0.8,1,-0.011
1724010,-1.41,-0.6,1,-0.011
1724011,-0.753,-0.32,1,-0.011
1724012,-1.683,-0.66,1,-0.011
1724013,-2.56,-0.91,1,-0.011
1724014,-2.751,-0.91,1,-0.011
1724015,-2.627,-0.79,1,-0.011
1724016,-2.809,-0.89,1,-0.011
1724017,1.113,0.36,1,0.011
1724018,1.125,0.38,1,0.011
1724019,1.162,0.41,1,0.011
1724020,1.18,0.44,1,0.011
1724021,1.201,0.45,1,0.011
1724022,1.213,0.44,1,0.011
1724023,1.236,0.46,1,0.011
1724024,1.251,0.49,0.91281,0.033
1724025,1.227,0.43,1,0.011
1724026,1.206,0.4,1,0.011
1724027,1.206,0.41,0.91281,0.033
1724028,1.191,0.41,0.91281,0.033
1724029,1.169,0.42,0.91281,0.033
1724030,1.135,0.43,0.91281,0.033
1724031,1.325,0.54,0.82667,0.055
1724032,1.09,0.4,0.91281,0.033
1724033,1.04,0.36,1,0.011
1724034,1.003,0.35,1,0.011
1724035,0.965,0.34,1,0.011
1724036,0.94,0.33,1,0.011
1724037,0.924,0.33,1,0.011
1724038,0.898,0.32,0.91281,0.033
1724039,0.893,0.33,0.91281,0.033
1724040,0.887,0.35,0.91281,0.033
1724041,0.882,0.38,0.91281,0.033
1724042,0.876,0.36,0.91281,0.033
1724043,0.844,0.33,0.91281,0.033
1724044,0.836,0.35,0.91281,0.033
1724045,0.845,0.37,0.91281,0.033
1724046,0.848,0.4,0.91281,0.033
1724047,0.053,0.02,1,0.011
1724048,-0.167,-0.07,1,-0.011
1724049,-0.08,-0.03,1,-0.011
1724050,-2.79,-1.21,0.82667,-0.055
1724051,-2.043,-0.89,0.82667,-0.055
1724052,-2.09,-0.92,0.74256,-0.077
1724053,-3.822,-1.72,0.74256,-0.077
1724054,-2.358,-1.13,0.74256,-0.077
1724055,-3.56,-1.84,0.74256,-0.077
1724056,-2.368,-1.17,0.74256,-0.077
1724057,-2.368,-1.14,0.82667,-0.055
1724063,-2.276,-1.14,0.82667,-0.055
1724064,-2.313,-1.14,0.82667,-0.055
1724072,-3.037,-1.52,0.82667,-0.055
1724073,-2.93,-1.43,0.82667,-0.055
1724074,-2.73,-1.3,0.74256,-0.077
1724075,-2.666,-1.27,0.74256,-0.077
1724076,-2.633,-1.27,0.74256,-0.077
1724077,-3.953,-1.79,0.74256,-0.077
1724078,-3.822,-1.77,0.74256,-0.077
1724079,-4.338,-2.01,0.74256,-0.077
1724080,-4.043,-2.05,0.74256,-0.077
1724081,-4.317,-2.19,0.74256,-0.077
1724082,-5.597,-2.47,0.66142,-0.099
1724083,-5.908,-2.53,0.66142,-0.099
1724084,-5.674,-2.48,0.66142,-0.099
1724085,-5.348,-2.41,0.66142,-0.099
1724086,-4.776,-2.29,0.66142,-0.099
1724087,-4.426,-2.2,0.66142,-0.099
1724088,-4.242,-2.15,0.66142,-0.099
1724089,-4.397,-2.17,0.66142,-0.099
1724090,-4.519,-2.19,0.66142,-0.099
1724091,-4.727,-2.23,0.66142,-0.099
1724092,-4.292,-2.16,0.58407,-0.121
1724093,-3.923,-2.1,0.58407,-0.121
1724094,-4.067,-2.17,0.58407,-0.121
1724095,-4.112,-2.22,0.51122,-0.143
1724096,-5.007,-2.81,0.51122,-0.143
1724097,-5.576,-3.23,0.51122,-0.143
1724098,-5.794,-3.54,0.51122,-0.143
1724099,-5.215,-3.45,0.38107,-0.187
1724100,-5.642,-3.73,0.38107,-0.187
1724101,-5.37,-3.69,0.38107,-0.187
1724102,-5.585,-3.78,0.38107,-0.187
1724103,-5.399,-3.73,0.38107,-0.187
1724104,-5.479,-4.04,0.27356,-0.231
1724105,-5.152,-4.02,0.22844,-0.253
1724106,-5.021,-3.97,0.22844,-0.253
1724107,-4.852,-4.25,0.18889,-0.275
1724108,-4.914,-4.28,0.18889,-0.275
1724109,-4.418,-4.4,0.04874,-0.407
1724110,-4.763,-4.48,0.12531,-0.319
1724111,-4.849,-4.71,0.10052,-0.341
1724112,-4.72,-4.66,0.10052,-0.341
1724113,-4.338,-4.54,0.0798,-0.363
1724114,-4.71,-4.77,0.12531,-0.319
1724115,-4.67,-4.94,0.12531,-0.319
1724116,-4.28,-4.48,0.15463,-0.297
1724117,-3.985,-4.19,0.15463,-0.297
1724118,-3.89,-4.02,0.27356,-0.231
1724119,-3.697,-3.95,0.32442,-0.209
1724120,-3.488,-3.54,0.32442,-0.209
1724121,-3.25,-3.46,0.32442,-0.209
1724122,-3.001,-3.14,0.51122,-0.143
1724123,-2.447,-2.51,0.58407,-0.121
1724124,-2.676,-2.92,0.66142,-0.099
1724125,-2.427,-2.54,0.66142,-0.099
1724126,-2.362,-2.56,0.66142,-0.099
1724127,-2.259,-2.46,0.66142,-0.099
1724128,-2.269,-2.59,0.66142,-0.099
1724129,-2.136,-2.35,0.66142,-0.099
1724130,-2.051,-2.15,0.66142,-0.099
1724131,-2.087,-2.27,0.66142,-0.099
1724132,-2.2,-2.61,0.58407,-0.121
1724133,-2.272,-2.8,0.38107,-0.187
1724134,-2.341,-2.97,0.38107,-0.187
1724135,-2.449,-3.26,0.32442,-0.209
1726343,-1.213,-0.76,0.91281,-0.033
1726344,-0.97,-0.61,0.91281,-0.033
1726345,-0.713,-0.45,0.91281,-0.033
1726354,-0.738,-0.44,0.91281,-0.033
1726355,-0.802,-0.45,1,-0.011
1726356,-1.304,-0.68,1,-0.011
1726357,-1.023,-0.54,1,-0.011
1726358,-0.787,-0.38,1,-0.011
1726359,-1.3,-0.59,1,-0.011
1726360,-1.037,-0.46,1,-0.011
1726361,-1.163,-0.49,1,-0.011
1726362,-1.512,-0.59,1,-0.011
1726363,-1.07,-0.41,1,-0.011
1726364,0.27,0.1,1,0.011
1726365,1.255,0.44,1,0.011
1726366,1.533,0.53,1,0.011
1726367,1.249,0.42,1,0.011
1726368,0.99,0.32,1,0.011
1726369,0.801,0.26,1,0.011
1726370,0.63,0.2,1,0.011
1726371,0.66,0.21,1,0.011
1726372,-0.153,-0.05,1,-0.011
1726373,-0.503,-0.14,0.91281,-0.033
1726374,-0.467,-0.13,1,-0.011
1726375,-0.423,-0.11,1,-0.011
1726376,-0.433,-0.11,1,-0.011
1726377,-0.533,-0.13,1,-0.011
1726378,0.117,0.03,1,0.011
1726379,-0.31,-0.08,1,-0.011
1726380,-1.639,-0.42,0.91281,-0.033
1726381,-0.973,-0.24,0.91281,-0.033
1726382,-0.91,-0.21,0.91281,-0.033
1726383,-1.217,-0.28,1,-0.011
1726384,-1.517,-0.36,1,-0.011
1726385,-1.823,-0.44,1,-0.011
1726386,-2.12,-0.53,1,-0.011
1726387,-2.357,-0.61,1,-0.011
1726388,-2.6,-0.71,1,-0.011
1726389,-2.783,-0.78,1,-0.011
1726390,-2.433,-0.7,1,-0.011
1726391,-2.98,-0.82,1,-0.011
1726392,-3.013,-0.8,1,-0.011
1726393,-3.013,-0.78,1,-0.011
1726394,-2.98,-0.77,1,-0.011
1726395,-2.947,-0.81,1,-0.011
1726396,-2.552,-0.76,1,-0.011
1726397,-1.92,-0.63,1,-0.011
1726398,-1.808,-0.58,1,-0.011
1726399,-1.712,-0.55,1,-0.011
1726400,-1.798,-0.56,1,-0.011
1726401,-1.95,-0.58,1,-0.011
1726402,-2.118,-0.61,1,-0.011
1726403,-2.22,-0.62,1,-0.011
1726404,-2.003,-0.59,1,-0.011
1726405,-1.78,-0.55,0.91281,-0.033
1726406,-1.44,-0.48,0.91281,-0.033
1726407,-1.255,-0.44,0.91281,-0.033
1726408,-1.115,-0.41,0.91281,-0.033
1726409,-1.03,-0.38,0.91281,-0.033
1726410,-2.043,-0.81,1,-0.011
1726411,-2.04,-0.84,1,-0.011
1726412,-1.24,-0.54,1,-0.011
1726413,-0.84,-0.35,1,-0.011
1726414,-1.12,-0.42,1,-0.011
1726415,-2.68,-0.89,1,-0.011
1726416,-2.72,-0.84,1,-0.011
1726417,-1.91,-0.57,1,-0.011
1726418,1.152,0.35,1,0.011
1726419,1.156,0.37,1,0.011
1726420,1.175,0.38,1,0.011
1726421,1.226,0.42,1,0.011
1726422,1.273,0.45,1,0.011
1726423,1.306,0.49,0.91281,0.033
1726424,1.665,0.62,0.91281,0.033
1726425,2.565,0.98,0.91281,0.033
1726426,2.57,0.91,0.91281,0.033
1726427,2.195,0.72,0.91281,0.033
1726428,2.25,0.73,0.91281,0.033
1726429,2.415,0.81,0.91281,0.033
1726430,2.455,0.85,0.91281,0.033
1726431,2.47,0.9,0.82667,0.055
1726432,2.38,0.9,0.82667,0.055
1726433,2.5,1.02,0.82667,0.055
1726434,1.36,0.5,0.82667,0.055
1726435,1.062,0.37,0.82667,0.055
1726436,1.039,0.36,0.82667,0.055
1726437,0.998,0.36,0.82667,0.055
1726438,0.968,0.35,0.91281,0.033
1726439,0.939,0.34,0.91281,0.033
1726440,0.923,0.34,0.91281,0.033
1726441,0.912,0.35,0.91281,0.033
1726442,0.891,0.35,0.91281,0.033
1726443,0.891,0.38,0.91281,0.033
1726444,0.872,0.38,0.91281,0.033
1726445,0.844,0.34,0.91281,0.033
1726446,0.843,0.35,0.91281,0.033
1726447,0.839,0.36,0.91281,0.033
1726448,0.857,0.42,0.91281,0.033
1726449,0.188,0.08,1,0.011
1726450,0.133,0.06,1,0.011
1726451,0.271,0.12,1,0.011
1726452,-0.71,-0.31,0.91281,-0.033
1726453,-3.19,-1.44,0.74256,-0.077
1726454,-3.51,-1.6,0.74256,-0.077
1726455,-3.382,-1.57,0.74256,-0.077
1726456,-2.412,-1.16,0.74256,-0.077
1726475,-2.892,-1.46,0.74256,-0.077
1726476,-2.77,-1.39,0.74256,-0.077
1726477,-3.414,-1.65,0.74256,-0.077
1726478,-3.869,-1.8,0.74256,-0.077
1726479,-4.538,-2.09,0.74256,-0.077
1726480,-5.28,-2.38,0.66142,-0.099
1726481,-5.57,-2.56,0.66142,-0.099
1726482,-5.479,-2.66,0.66142,-0.099
1726483,-5.467,-2.72,0.66142,-0.099
1726484,-6.198,-2.75,0.66142,-0.099
1726485,-6.022,-2.77,0.66142,-0.099
1726486,-5.698,-2.69,0.66142,-0.099
1726487,-5.574,-2.62,0.66142,-0.099
1726488,-5.307,-2.52,0.66142,-0.099
1726489,-4.68,-2.37,0.66142,-0.099
1726490,-4.408,-2.28,0.66142,-0.099
1726491,-4.442,-2.26,0.66142,-0.099
1726492,-4.469,-2.25,0.66142,-0.099
1726493,-4.517,-2.25,0.66142,-0.099
1726494,-3.968,-2.14,0.58407,-0.121
1726495,-3.813,-2.12,0.58407,-0.121
1726496,-3.568,-2.05,0.51122,-0.143
1726497,-4.137,-2.48,0.44342,-0.165
1726498,-4.91,-2.91,0.51122,-0.143
1726499,-5.14,-3.18,0.44342,-0.165
1726500,-5.305,-3.36,0.44342,-0.165
1726501,-4.616,-3.19,0.38107,-0.187
1726502,-4.851,-3.42,0.27356,-0.231
1726503,-4.695,-3.44,0.27356,-0.231
1726504,-5.187,-3.71,0.32442,-0.209
1726505,-4.939,-3.65,0.27356,-0.231
1726506,-5.184,-4.05,0.22844,-0.253
1726507,-4.616,-3.83,0.18889,-0.275
1726508,-4.888,-4.24,0.18889,-0.275
1726509,-4.664,-4.24,0.15463,-0.297
1726510,-4.78,-4.27,0.15463,-0.297
1726511,-4.973,-4.83,0.10052,-0.341
1726512,-4.338,-4.37,0.04874,-0.407
1726513,-4.538,-4.8,0.0627,-0.385
1726514,-4.322,-4.47,0.10052,-0.341
1726515,-4.355,-4.61,0.0798,-0.363
1726516,-4.602,-4.81,0.12531,-0.319
1726517,-4.257,-4.61,0.12531,-0.319
1726518,-4.017,-4.22,0.15463,-0.297
1726519,-3.979,-4.27,0.18889,-0.275
1726520,-3.911,-4.06,0.27356,-0.231
1726521,-3.61,-3.95,0.22844,-0.253
1726522,-3.507,-3.67,0.32442,-0.209
1726523,-2.878,-3.23,0.32442,-0.209
1726524,-3.027,-3.37,0.44342,-0.165
1726525,-2.523,-2.74,0.51122,-0.143
1726526,-2.724,-3,0.51122,-0.143
1726527,-2.679,-3.13,0.51122,-0.143
1726528,-2.507,-2.86,0.58407,-0.121
1726529,-2.449,-2.86,0.58407,-0.121
1726530,-2.402,-2.87,0.51122,-0.143
1726531,-2.199,-2.43,0.66142,-0.099
1726532,-2.112,-2.28,0.66142,-0.099
1726533,-2.182,-2.48,0.66142,-0.099
1726534,-2.309,-2.82,0.44342,-0.165
1726535,-2.394,-3.07,0.38107,-0.187
1726536,-2.387,-3.11,0.32442,-0.209
1726537,-2.365,-3.1,0.32442,-0.209
1728745,-1.236,-0.78,0.91281,-0.033
1728746,-1.36,-0.85,0.91281,-0.033
1728747,-1.237,-0.78,0.91281,-0.033
1728758,-1.316,-0.69,1,-0.011
1728759,0.082,0.04,1,0.011
1728760,-0.76,-0.34,1,-0.011
1728761,-1.977,-0.83,1,-0.011
1728762,-2.128,-0.86,1,-0.011
1728763,-1.868,-0.75,1,-0.011
1728764,-2.039,-0.77,1,-0.011
1728765,-1.883,-0.7,1,-0.011
1728766,-1.03,-0.37,1,-0.011
1728767,0.635,0.23,1,0.011
1728768,1.7,0.61,1,0.011
1728769,1.47,0.5,1,0.011
1728770,1.063,0.37,1,0.011
1728771,0.857,0.3,1,0.011
1728772,0.779,0.27,1,0.011
1728773,0.766,0.25,1,0.011
1728774,0.25,0.08,1,0.011
1728775,-0.55,-0.16,1,-0.011
1728776,-0.78,-0.22,1,-0.011
1728777,-0.727,-0.19,1,-0.011
1728778,-0.733,-0.18,1,-0.011
1728779,-0.843,-0.21,1,-0.011
1728780,-0.143,-0.04,1,-0.011
1728781,-1.9,-0.5,0.91281,-0.033
1728782,-1.37,-0.34,0.91281,-0.033
1728783,-0.777,-0.18,0.91281,-0.033
1728784,-1.04,-0.25,0.91281,-0.033
1728785,-1.363,-0.33,1,-0.011
1728786,-1.61,-0.39,1,-0.011
1728787,-1.877,-0.46,1,-0.011
1728788,-2.137,-0.52,1,-0.011
1728789,-2.36,-0.6,1,-0.011
1728790,-2.603,-0.68,1,-0.011
1728791,-2.78,-0.75,1,-0.011
1728792,-2.76,-0.78,1,-0.011
1728793,-1.743,-0.51,1,-0.011
1728794,-2.557,-0.71,1,-0.011
1728795,-3.083,-0.82,1,-0.011
1728796,-2.597,-0.72,1,-0.011
1728797,-2.88,-0.81,1,-0.011
